Restaurant Name,Location,Type of Cuisine,lat,lon,Address,Phone Number,Opening Hours
18 Grams Coffee & Veggie,Causeway Bay,Coffee & Vegetarian,22.2815629,114.1835415,"Hong Kong, Causeway Bay, Cannon St, 15-27號Hoi To Court",9454 0353,"SUN:0800~2000
MON:0800~1800
TUE:0800~1800
WED:0800~1800
THU:0800~1800
FRI:0800~2000
SAT:0800~2000"
181 Fortnum & Mason,Tsim Sha Tsui,British,22.2943854,114.1757819,"Shop 022, G/F K11 Atelier Victoria Dockside 18 Salisbury Road 香港九龍尖沙咀梳士巴利道18號 K11 Atelier 022, 號鋪, 18 Salisbury Rd, Tsim Sha Tsui, Hong Kong",3916 8181,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2200
SAT:1100~2200"
A Tavola Restaurant,Tung Chung,Italian,22.2928166,113.9427894,"Shops E & F, G/F Seaview Crescent Plaza, Lantau Island Tung Chung Lantau Island, Seaview Crescent, Hong Kong",2321 5500,"SUN:1200~0100
MON:1200~0100
TUE:1200~0100
WED:1200~0100
THU:1200~0100
FRI:1200~0200
SAT:1200~0200"
Acquasala,Central,Italian,22.2827306,114.1523916,"G/F, 13 Elgin St, Central, Hong Kong",2895 0085,"SUN:1200~2300
TUE:1700~0000
WED:1700~0000
THU:1700~0000
FRI:1700~0200
SAT:1200~0200"
aera,Wan Chai,International,22.2790238,114.176879,"Ground Floor, 6 Stewart Rd, Wan Chai, Hong Kong",9330 0387,"MON:1200~1500, 1800~2230
TUE:1200~1500, 1800~2230
WED:1200~1500, 1800~2230
THU:1200~1500, 1800~2230
FRI:1200~1500, 1800~2230
SAT:1200~1500, 1800~2230"
Ah Yat Harbour View Restaurant,Tsim Sha Tsui,Chinese,22.297025,114.1718959,"29/F, iSQUARE, 63 Nathan Rd, Tsim Sha Tsui, Hong Kong",6227 0330,"SUN:1100~1530, 1800~2300
MON:1100~1530, 1800~2300
TUE:1100~1530, 1800~2300
WED:1100~1530, 1800~2300
THU:1100~1530, 1800~2300
FRI:1100~1530, 1800~2300
SAT:1100~1530, 1800~2300"
Akanoshou,Causeway Bay,Japanese,22.2786942,114.1861932,"6/F, HDH Centre, 8 Pennington St, Causeway Bay, Hong Kong",2577 0611,"SUN:1130~1530, 1800~2300
MON:1130~1530, 1800~2300
TUE:1130~1530, 1800~2300
WED:1130~1530, 1800~2300
THU:1130~1530, 1800~2300
FRI:1130~1530, 1800~2300
SAT:1130~1530, 1800~2300"
Alibi – Wine Dine Be Social,Mong Kok,International,22.3182744,114.1681141,"Level 5, Cordis, Hong Kong, 555 Shanghai St, Mong Kok, Hong Kong",3552 3231,"SUN:1130~0100
MON:1130~0100
TUE:1130~0100
WED:1130~0100
THU:1130~0100
FRI:1130~0200
SAT:1130~0200"
ALTO Bar & Grill,Causeway Bay,Steakhouse,22.27918099999999,114.1817245,"31/F, V Point, 18 Tang Lung St, Causeway Bay, Hong Kong",2603 7181,"SUN:1130~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1130~1500, 1800~2300"
APT Coffee,Wan Chai,Coffee,22.27616489999999,114.1684939,"Shop A&B,G/f 2, 12 Moon St, Wan Chai, Hong Kong",3619 4393,"SUN:0800~1800
MON:0800~1800
TUE:0800~1800
WED:0800~1800
THU:0800~1800
FRI:0800~1800
SAT:0800~1800"
Arirang Korean Restaurant,Wan Chai,Korean,22.2782361,114.1783271,"Hong Kong, 灣仔軒尼詩道314-324號, W Square, 3樓",2506 3298,"SUN:1200~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
Avanti Pizzeria (Regal Riverside Hotel),Sha Tin,Italian,22.3822106,114.1964645,"G/F, Regal Riverside Hotel, 34-36 Tai Chung Kiu Rd, Sha Tin, Hong Kong",2132 1235,"SUN:1130~2300
MON:1130~2300
TUE:1130~2300
WED:1130~2300
THU:1130~2300
FRI:1130~2300
SAT:1130~2300"
Bamboo Thai,Multiple locations,Thai,37.5343664,126.9883527,"South Korea, Seoul, Yongsan District, Noksapyeong-daero 40-gil, 48 지하 1층",02-749-0903,
Barkada,Central,Filipino,22.2822468,114.1540074,"48 Cochrane Street, UG/F, FOCO, Central, Hong Kong",2663 0238,"SUN:1200~1500, 1700~0000
WED:1200~1430, 1700~0100
THU:1200~1430, 1700~0100
FRI:1200~1500, 1700~0200
SAT:1200~1500, 1700~0200"
Beijing Home,Multiple locations,Chinese,,,,,No work time available
Bianco and Rosso,Central,Italian,22.2843058,114.1523995,"29 Gough St, Central, Hong Kong",2813 1669,"SUN:1130~1500, 1700~0000
WED:1200~1430, 1700~0000
THU:1200~1430, 1700~0000
FRI:1200~1430, 1700~0000
SAT:1130~1500, 1700~0000"
Big Boil's Club,Multiple locations,Seafood,22.441991,114.034521,"Hong Kong, Yuen Long, Fung Yau St S, 9號, Ho Shun Lee Building Block 2, 地下45號鋪",3618 4885,"SUN:1200~0100
MON:1200~0100
TUE:1200~0100
WED:1200~0100
THU:1200~0100
FRI:1200~0100
SAT:1200~0100"
Big Boils Club (North Point),North Point,Seafood,22.2920593,114.2006956,"Marble Garden Block 1, Marble Rd, North Point, Hong Kong",2331 3838,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000
SAT:1200~0000"
Bino N' Booze,Sham Shui Po,Bar,22.328288,114.1585572,"Shop A G/F and 1/F, Hyde Park, 205 Hai Tan St, Sham Shui Po, Hong Kong",6353 5519,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000
SAT:1200~0000"
Bistro on the Mile (Holiday Inn Golden Mile),Tsim Sha Tsui,International,22.2967671,114.1724066,"金域假日酒店, 1樓, 50號 Nathan Rd, Tsim Sha Tsui, Hong Kong",2315 1118,"SUN:1200~2200
MON:1200~2200
TUE:1200~2200
WED:1200~2200
THU:1200~2200
FRI:1200~2200
SAT:1200~2200"
BLA BLA by sensory ZERO,Multiple locations,International,22.28057310000001,114.1762849,"Shop 4, 1/F, Causeway Centre Block A, 28 Harbour Rd, Wan Chai, Hong Kong",6286 3268,"MON:0800~1730
TUE:0800~1730
WED:0800~1730
THU:0800~1730
FRI:0800~1730
SAT:0800~1730"
Blue Bottle Coffee,Multiple locations,Coffee,37.5635738,126.9829627,"14 Myeongdong-gil, Jung District, Seoul, South Korea",1533-6906,"SUN:0800~2200
MON:0800~2200
TUE:0800~2200
WED:0800~2200
THU:0800~2200
FRI:0800~2200
SAT:0800~2200"
Bombay Dreams,Central,Indian,22.2802772,114.1549572,"1/F, Winning Centre, 46 Wyndham St, Central, Hong Kong",2811 9888,"SUN:1200~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
Boticario,Tsim Sha Tsui,Portuguese,22.297575,114.1779011,"Shop G5, Tsim Sha Tsui Centre, 66 Mody Rd, Tsim Sha Tsui, Hong Kong",2765 0800,"SUN:1100~0200
MON:1200~0200
TUE:1200~0200
WED:1200~0200
THU:1200~0200
FRI:1200~0200
SAT:1100~0200"
Bouchon Bistro Francais,Central,French,22.2814649,114.1524634,"49 Elgin St, Central, Hong Kong",2525 9300,"SUN:1200~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2330
SAT:1200~2300"
Braza Churrascaria,Central,Brazilian,22.2804855,114.155446,"3/F, Grand Progress Building, 15 Lan Kwai Fong, Central, Hong Kong",2890 9268,"SUN:1130~1600, 1800~2230
MON:1130~1500, 1800~2200
TUE:1130~1500, 1800~2200
WED:1130~1500, 1800~2200
THU:1130~1500, 1800~2200
FRI:1130~1500, 1800~2200
SAT:1130~1600, 1800~2230"
Brotzeit German Bier Bar & Restaurant,Tsuen Wan,German,22.367943,114.1102351,"G12-15 G/F, OP Mall, 100 Tai Ho Rd, Tsuen Wan, Hong Kong",2781 1988,"SUN:1200~2230
MON:1200~2230
TUE:1200~2230
WED:1200~2230
THU:1200~2230
FRI:1200~2330
SAT:1200~2330"
Cabana Breeze Bar & Grill,Tung Chung,Bar & Grill,22.2956985,113.9462568,"9 Yi Tung Road, Shop G12, Lantau Island, 15 T Bay, Tung Chung, Hong Kong",2777 8980,
Cafe 8 Degrees (Harbour Plaza 8 Degrees),To Kwa Wan,Café,,,,,No work time available
Cafe Allegro (Regal Kowloon Hotel),Tsim Sha Tsui,Italian Café,22.2988889,114.1780556,"B1, 71 Mody Rd, Tsim Sha Tsui, Hong Kong",2313 8718,"SUN:0600~2300
MON:0600~2300
TUE:0600~2300
WED:0600~2300
THU:0600~2300
FRI:0600~2300
SAT:0600~2300"
Café Circles (Nina Hotel Tsuen Wan West),Tsuen Wan,Café,22.3685716,114.1130002,"9/F, 8 Yeung Uk Rd, Tsuen Wan, Hong Kong",2280 2868,"SUN:0700~2200
MON:0700~2200
TUE:0700~2200
WED:0700~2200
THU:0700~2200
FRI:0700~2200
SAT:0700~2200"
Cafe Deco Pizzeria,Tsim Sha Tsui,Italian,22.3033576,114.1633239,"1 Austin Rd W, Tsim Sha Tsui, Hong Kong",2196 8099,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
Cafe Rivoli (Regal Hong Kong Hotel),Causeway Bay,Italian Café,22.279148,114.1868295,"Hong Kong, Causeway Bay, Yee Wo St, 88號, Regal Hongkong Hotel, 1樓",2837 1772,"SUN:0600~2300
MON:0600~2300
TUE:0600~2300
WED:0600~2300
THU:0600~2300
FRI:0600~2300
SAT:0600~2300"
Cha Fan,Tsuen Wan,Chinese,22.37492049999999,114.1131957,"117, 388 Castle Peak Rd - Tsuen Wan, Tsuen Wan, Hong Kong",2350 1638,"SUN:1100~2300
MON:1100~2300
TUE:1100~2300
WED:1100~2300
THU:1100~2300
FRI:1100~2300
SAT:1100~2300"
Cha Fan Go,Multiple locations,Chinese,,,,,No work time available
Champ Kitchen,Tsim Sha Tsui,International,22.296828,114.172003,"彌敦道 63號 iSQUARE 國際廣場, 29樓, Tsim Sha Tsui, Hong Kong",6227 0220,"SUN:1100~1700, 1800~2300
MON:1100~1700, 1800~2300
TUE:1100~1700, 1800~2300
WED:1100~1700, 1800~2300
THU:1100~1700, 1800~2300
FRI:1100~1700, 1800~2300
SAT:1100~1700, 1800~2300"
Chart Coffee,Central,Coffee,22.283944,114.1555478,"Shop 218, 2/F, Central Market, 93 Queen's Road Central, Central, Hong Kong",9531 3379,"SUN:1000~1900
MON:0800~1800
TUE:0800~1800
WED:0800~1800
THU:0800~1800
FRI:0800~1800
SAT:1000~1900"
Chef's Market,Central,International,22.2842,114.15552,"Hong Kong, Central, Queen's Road Central, 93號及德輔道中80號中環街市地下G04 - G09號舖",,
Chillax,Causeway Bay,International,22.2774109,114.1849625,"Hong Kong, Causeway Bay, Leighton Rd, 97號Shop D, No. 95",2982 1328,"SUN:1200~2200
WED:1200~2200
THU:1200~2200
FRI:1200~2200
SAT:1200~2200"
Chinesology,Central,Chinese,22.2857686,114.1580741,"Hong Kong, Central, Finance St, 8號Shop 3101",6809 2299,"SUN:1130~1500, 1800~2200
MON:1200~1500, 1800~2200
TUE:1200~1500, 1800~2200
WED:1200~1500, 1800~2200
THU:1200~1500, 1800~2200
FRI:1200~1500, 1800~2230
SAT:1200~1500, 1800~2230"
Cielo (Crowne Plaza Hong Kong Kowloon East),Tseung Kwan O,Italian,22.3084618,114.2594991,"Hong Kong, Tseung Kwan O, Tong Tak St, 3號47F",3983 0638,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000
SAT:1200~0000"
Cinnabon,Multiple locations,Bakery,37.56470729999999,126.9816637,"81 Namdaemun-ro, Jung District, Seoul, South Korea",02-772-3007,"SUN:1030~2030
MON:1030~2000
TUE:1030~2000
WED:1030~2000
THU:1030~2000
FRI:1030~2030
SAT:1030~2030"
Classified,Multiple locations,International,40.6969602,-74.1783276,"23 Newark International Airport St, Newark, NJ 07114, USA",,"SUN:0530~2200
MON:0530~2200
TUE:0530~2200
WED:0530~2200
THU:0530~2200
FRI:0530~2200
SAT:0530~2200"
Coucou Hot Pot‧Tea Break,Multiple locations,Hot Pot & Tea,22.3151075,114.1712915,"家樂坊地庫B03號舖, Mong Kok, Hong Kong",2360 0299,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0000
SAT:1200~0100"
Crêpe Delicious,Multiple locations,French,22.2859767,114.1543235,"173 Des Voeux Road Central Nan Fung Tower Shop G06, Central, Hong Kong",6336 7290,"SUN:1100~2130
MON:0800~2130
TUE:0800~2130
WED:0800~2130
THU:0800~2130
FRI:0800~2130
SAT:1100~2130"
Cupping Room,Multiple locations,Coffee,22.3019326,114.1546728,"Museum Café 1, LG/F, Hong Kong Palace Museum West Kowloon Cultural District, 8 Museum Dr, Yau Ma Tei, Hong Kong",9311 8689,"SUN:1000~1900
MON:1000~1900
TUE:1000~1900
WED:1000~1900
THU:1000~1900
FRI:1000~2000
SAT:1000~2000"
Dab-pa,Multiple locations,Korean,22.3053526,114.1611911,"Hong Kong, 尖沙咀 Austin Rd W, 1號圓方商場1047號鋪",2196 8699,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2200
SAT:1100~2200"
Dada Bar + Lounge,Tsim Sha Tsui,Bar & Lounge,22.3009343,114.1738969,"2F, The Luxe Manor, 39 Kimberley Rd, Tsim Sha Tsui, Hong Kong",3763 8778,"TUE:1600~0000
WED:1600~0000
THU:1600~0000
FRI:1600~0000
SAT:1600~0000"
Das Bier,Multiple locations,German,37.5606659,126.9853952,"South Korea, Seoul, Jung District, Toegye-ro 18-gil, 2 2층",02-752-9990,"SUN:1500~2300
MON:1700~0000
TUE:1700~0000
WED:1700~0000
THU:1700~0000
FRI:1700~0000
SAT:1500~0000"
Dazzling Café,Tsim Sha Tsui,Café,22.2996801,114.1722552,"Hong Kong, Tsim Sha Tsui, Nathan Rd, 100號, L322",,"SUN:1200~2130
MON:1200~2130
TUE:1200~2130
WED:1200~2130
THU:1200~2130
FRI:1200~2130
SAT:1200~2130"
ÔDELICE,Multiple locations,Bakery/Café,31.21700910000001,121.4528868,"208 Xin Le Lu, Xu Hui Qu, Shang Hai Shi, China, 200031",,
Dim Sum Bar,Tsuen Wan,Chinese,22.3687674,114.1129689,"Hong Kong, Tsuen Wan, Yeung Uk Rd, 如心廣場一期G01號舖",2633 5099,"SUN:0800~2200
MON:0800~2200
TUE:0800~2200
WED:0800~2200
THU:0800~2200
FRI:0800~2200
SAT:0800~2200"
dolos,Central,Italian,22.2829316,114.1517061,"G/F, 60 Staunton St, Central, Hong Kong",3488 5770,"TUE:1800~2300
WED:1800~2300
THU:1800~2300
FRI:1800~2300
SAT:1800~2300"
Domain,Quarry Bay,International,22.28600639999999,114.2160626,"1/F, EAST Hong Kong, 29 Taikoo Shing Road, Taikoo Shing, Quarry Bay, Hong Kong",3968 3777,"SUN:0700~1900
MON:0700~1900
TUE:0700~1900
WED:0700~1900
THU:0700~1900
FRI:0700~1900
SAT:0700~1900"
Dragon Inn,Sha Tin,Chinese,22.382272,114.196055,"1/F, 34-36 Tai Chung Kiu Rd, Sha Tin, Hong Kong",2132 1153,"SUN:1100~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1100~1500, 1800~2300"
Dragonfly,Central,International,22.2810867,114.1541828,"Shop 10 - G1, Tai Kwun, 10 Hollywood Rd, Central, Hong Kong",9359 0999,"SUN:1700~0100
MON:1700~0100
TUE:1700~0100
WED:1700~0100
THU:1700~0100
FRI:1700~0200
SAT:1700~0200"
Ducklicious,Tsuen Wan,Chinese,22.3696031,114.1136505,"Shop G48, 50, 52, 56, 58 & 77 , G/F, Citywalk I, 1 Yeung Uk Rd, Tsuen Wan, Hong Kong",9198 2119,"SUN:1100~2230
MON:1100~2230
TUE:1100~2230
WED:1100~2230
THU:1100~2230
FRI:1100~2230
SAT:1100~2230"
Ebisoba Ichigen,Multiple locations,Japanese,43.05126999999999,141.345472,"9-chōme-1024-10 Minami 7 Jōnishi, Chuo Ward, Sapporo, Hokkaido 064-0807, Japan",011-513-0098,"SUN:1100~0300
MON:1100~0300
TUE:1100~0300
WED:1100~0300
THU:1100~0300
FRI:1100~0300
SAT:1100~0300"
Enchanté,Tsim Sha Tsui,French,22.3005547,114.1741324,"40 Kimberley Rd, Tsim Sha Tsui, Hong Kong",9020 9938,"SUN:1500~0100
MON:1200~0100
TUE:1200~0100
WED:1200~0100
THU:1200~0100
FRI:1200~0300
SAT:1200~0300"
FEAST (Food by EAST),Quarry Bay,International,22.2860311,114.2161239,"1, F, 29 Tai Koo Shing Rd, Quarry Bay, Hong Kong",3968 3777,"SUN:0645~1030, 1200~1430, 1800~2230
MON:0645~1030, 1200~1430, 1800~2230
TUE:0645~1030, 1200~1430, 1800~2230
WED:0645~1030, 1200~1430, 1800~2230
THU:0645~1030, 1200~1430, 1800~2230
FRI:0645~1030, 1200~1430, 1800~2230
SAT:0645~1030, 1200~1430, 1800~2230"
Feuille,Central,French,22.2848042,114.1529783,"5/F, The Wellington, 198 Wellington St, Central, Hong Kong",2881 1848,"SUN:1200~1500, 1800~2300
MON:1200~1500, 1800~2300
TUE:1200~1500, 1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
FINDS,Tsim Sha Tsui,International,22.3009498,114.1738621,"The Luxe Manor, 39 Kimberley Rd, Tsim Sha Tsui, Hong Kong",2522 9318,"SUN:0700~2200
MON:0700~2200
TUE:0700~2200
WED:0700~2200
THU:0700~2200
FRI:0700~2200
SAT:0700~2200"
FireBird,Multiple locations,Bar & Grill,39.1594191,-77.2199636,"390 Spectrum Ave, Gaithersburg, MD 20879, USA",(301) 284-1770,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2300
SAT:1100~2300"
Fleuria Fleuriste & Café,Admiralty,French Café,22.2771131,114.1652644,"88 Queensway, Shop 143, Level, 1 Pacific Pl Dr, Admiralty, Hong Kong",2721 8800,"SUN:1000~1900
MON:1000~1900
TUE:1000~1900
WED:1000~1900
THU:1000~1900
FRI:1000~1900
SAT:1000~1900"
Flint (JW Marriott Hotel Hong Kong),Admiralty,International,22.2777724,114.166384,"One Pacific Place, 88 Queensway, Central, Hong Kong",2810 8366,"SUN:1200~1430, 1800~2200
MON:1200~1430, 1800~2200
TUE:1200~1430, 1800~2200
WED:1200~1430, 1800~2200
THU:1200~1430, 1800~2200
FRI:1200~1430, 1800~2200
SAT:1200~1430, 1800~2200"
Garden Cafe (Conrad Hong Kong),Admiralty,International,22.2769084,114.1653057,"88 Queensway Lower Lobby Level Central, Admiralty, Hong Kong",2822 8890,"SUN:0630~2200
MON:0630~2200
TUE:0630~2200
WED:0630~2200
THU:0630~2200
FRI:0630~2200
SAT:0630~2200"
"Giovanni Pina Ristorante, Bar & Pasticceria",Central,Italian,22.2853409,114.1552251,"Hong Kong, Central, Des Voeux Rd Central, 135號華懋廣場II期地舖",2755 1088,"MON:1100~2100
TUE:1100~2100
WED:1100~2100
THU:1100~2100
FRI:1100~2100
SAT:1100~2100"
GODIVA Chocolatier,Multiple locations,Chocolates/Café,37.5238855,127.0370395,"1층, 15 Dosan-daero 49-gil, Gangnam District, Seoul, South Korea",02-6205-3772,"SUN:1100~2200
MON:1100~2200
TUE:1100~2200
WED:1100~2200
THU:1100~2200
FRI:1100~2200
SAT:1100~2200"
Golden Diamond Truffle,Tsim Sha Tsui,Dessert,22.297457,114.173642,"Hong Kong, Tsim Sha Tsui, Salisbury Rd, 18號, K11, MuseaB2層B201-34號舖",9824 8884,
Golden Leaf (Conrad Hong Kong),Admiralty,International,22.2767607,114.1652748,"88 Queensway Lower Lobby Level Central, Admiralty, Hong Kong",2822 8870,"SUN:1130~1500, 1800~2300
MON:1130~1500, 1800~2300
TUE:1130~1500, 1800~2300
WED:1130~1500, 1800~2300
THU:1130~1500, 1800~2300
FRI:1130~1500, 1800~2300
SAT:1130~1500, 1800~2300"
Golden Valley,Wan Chai,Chinese,22.2748095,114.1782912,"373號 Queen's Rd E, Wan Chai, Hong Kong",2961 3330,"SUN:1030~2200
MON:1200~2200
TUE:1200~2200
WED:1200~2200
THU:1200~2200
FRI:1200~2200
SAT:1030~2200"
Gonpachi,Tsim Sha Tsui,Japanese,22.296097,114.1700381,"Hong Kong, Tsim Sha Tsui, Peking Rd, One Peking, 28樓",2727 1957,"SUN:1130~0000
MON:1130~0000
TUE:1130~0000
WED:1130~0000
THU:1130~0000
FRI:1130~0000
SAT:1130~0000"
Greens Cafe (Harbour Plaza North Point),North Point,Café & Vegan,22.291538,114.208627,"665號 King's Rd, North Point, Hong Kong",2185 2155,"SUN:0630~2300
MON:0630~2300
TUE:0630~2300
WED:0630~2300
THU:0630~2300
FRI:0630~2300
SAT:0630~2300"
Grill Tajimaya,Wan Chai,Japanese,22.2803654,114.1769119,"Hong Kong, Wan Chai, Harbour Rd, 30號, Sun Hung Kai Centre, 2樓2A-1號舖",2838 9971,"MON:1130~2100
TUE:1130~2100
WED:1130~2100
THU:1130~2100
FRI:1130~2100
SAT:1130~2100"
GYOJASANG,Causeway Bay,Korean,22.2818025,114.1854557,"3 Cleveland St, Causeway Bay, Hong Kong",2880 9868,"SUN:1200~2200
MON:1200~2200
TUE:1200~2200
WED:1200~2200
THU:1200~2200
FRI:1200~2200
SAT:1200~2200"
Gyu Sou Ichuya,Causeway Bay,Japanese,22.2792646,114.1820324,"22/F, Circle Tower, 28 Tang Lung St, Causeway Bay, Hong Kong",2682 3302,"SUN:1200~1500, 1730~2300
MON:1200~1500, 1730~2300
TUE:1200~1500, 1730~2300
WED:1200~1500, 1730~2300
THU:1200~1500, 1730~2300
FRI:1200~1500, 1730~2300
SAT:1200~1500, 1730~2300"
Gyujin HANARE Platinum Label,Causeway Bay,Japanese,22.2815279,114.1842189,"Hong Kong, Causeway Bay, Gloucester Rd, 280號, World Trade Centre, 11樓L11-02號舖",2152 3962,"SUN:1200~1500, 1730~2200
MON:1200~1500, 1730~2200
TUE:1200~1500, 1730~2200
WED:1200~1500, 1730~2200
THU:1200~1500, 1730~2200
FRI:1200~1500, 1730~2200
SAT:1200~1500, 1730~2200"
HABITŪ caffè,Tsim Sha Tsui,Café,22.3009313,114.1721837,"Shop B142, B1, Mira Place 1, Tsim Sha Tsui, Hong Kong",,"SUN:1130~2200
MON:1130~2200
TUE:1130~2200
WED:1130~2200
THU:1130~2200
FRI:1130~2200
SAT:1130~2200"
HABITŪ table,Multiple locations,Café,22.2998471,114.1725035,"Shop 5A, 100 Nathan Rd, Tsim Sha Tsui, Hong Kong",,"SUN:1100~2000
MON:1100~2000
TUE:1100~2000
WED:1100~2000
THU:1100~2000
FRI:1100~2100
SAT:1100~2100"
Hana Raku Japanese Restaurant,Tsim Sha Tsui,Japanese,22.296097,114.1700381,"Unit 801,8/F, One Peking, 1 Peking Rd, Tsim Sha Tsui, Hong Kong",2622 2386,"SUN:1130~2300
MON:1130~2300
TUE:1130~2300
WED:1130~2300
THU:1130~2300
FRI:1130~2300
SAT:1130~2300"
Hanabi,Tsim Sha Tsui,Japanese,22.30118939999999,114.1735839,"4/F, 6 Knutsford Terrace, Tsim Sha Tsui, Hong Kong",2723 2568,"MON:1200~1430, 1800~2200
TUE:1200~1430, 1800~2200
WED:1200~1430, 1800~2200
THU:1200~1430, 1800~2200
FRI:1200~1430, 1800~2200
SAT:1200~1430, 1800~2200"
HANAJEOSSI POCHA,Multiple locations,Japanese,37.5633109,126.9777937,"56 Namdaemun-ro 1-gil, Jung District, Seoul, South Korea",02-777-1803,"SUN:1800~0000
MON:1700~0200
TUE:1700~0200
WED:1700~0200
THU:1700~0200
FRI:1700~0200
SAT:1700~0200"
Hansik Goo,Central,Korean,22.2847918,114.1529608,"1/F, The Wellington, 198 Wellington St, Sheung Wan, Hong Kong",2798 8768,"SUN:1200~1500, 1800~2300
TUE:1800~2300
WED:1200~1500, 1800~2300
THU:1200~1500, 1800~2300
FRI:1200~1500, 1800~2300
SAT:1200~1500, 1800~2300"
Happy Kitchen Café & Bar,Causeway Bay,International,22.2821179,114.1860255,"Shops G, 1/F, Fashion Walk, 9 Kingston St, Causeway Bay, Hong Kong",6333 3501,"SUN:1000~2000
MON:1000~2000
TUE:1000~2000
WED:1000~2000
THU:1000~2000
FRI:1000~2000
SAT:1000~2000"
Harbour Grand Cafe (Harbour Grand Hong Kong),North Point,Café,22.2890067,114.1918459,"23 Oil St, North Point, Hong Kong",2121 2688,
Harbourside Grill,Tsim Sha Tsui,Grill & Seafood,22.2944807,114.1650699,"Shop OTE401, Ocean Terminal, Harbour City, Tsim Sha Tsui, Hong Kong",2619 9100,"SUN:1200~2300
MON:1200~2300
TUE:1200~2300
WED:1200~2300
THU:1200~2300
FRI:1200~2300
SAT:1200~2300"
Harlan's,Tsim Sha Tsui,International,22.2997813,114.1723859,"100 Nathan Rd, Tsim Sha Tsui, Hong Kong",2972 2222,"SUN:1800~2230
MON:1200~1430, 1800~2230
TUE:1200~1430, 1800~2230
WED:1200~1430, 1800~2230
THU:1200~1430, 1800~2230
FRI:1200~1430, 1800~2300
SAT:1200~1430, 1800~2300"
Hau Tak Restaurant,Wan Chai,Chinese,22.2800206,114.1816608,"號地下, 454-456 Lockhart Rd, Causeway Bay, Hong Kong",9888 9153,"SUN:1130~1430, 1800~2300
MON:1130~1430, 1800~2300
TUE:1130~1430, 1800~2300
WED:1130~1430, 1800~2300
THU:1130~1430, 1800~2300
FRI:1130~1430, 1800~2300
SAT:1130~1430, 1800~2300"
Hee Kee Crab General,Tsim Sha Tsui,Chinese,22.3000821,114.1722251,"Hong Kong, 尖沙咀彌敦道The Mira Hong Kong美麗華商場2期2樓268-270號舖",2366 7565,"SUN:1200~2300
MON:1200~2300
TUE:1200~2300
WED:1200~2300
THU:1200~2300
FRI:1200~2300
SAT:1200~2300"
HEYA,Multiple locations,Bar & Lounge,,,,,No work time available
Hiya! Chafan,Multiple locations,Chinese,22.3164091,114.1819268,"Ho Man Tin St, Ho Man Tin, Hong Kong",2350 1168,
Homeland,Multiple locations,International,35.5958257,-97.63744700000001,"7001 NW 122nd St, Oklahoma City, OK 73142, USA",(405) 720-9790,"SUN:0600~2200
MON:0600~2200
TUE:0600~2200
WED:0600~2200
THU:0600~2200
FRI:0600~2200
SAT:0600~2200"
Hotspot,Causeway Bay,Bar & Lounge,22.2787437,114.1809506,"Hong Kong, Causeway Bay, Canal Rd W, 10號, Top View Mansion, 1樓A室",5540 3346,"SUN:1200~0000
MON:1200~0000
TUE:1200~0000
WED:1200~0000
THU:1200~0000
FRI:1200~0100
SAT:1200~0100"
